season,season_type,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status
2026,REG,REG,NO,2,00-0039622,LB,Isaiah Stalbird,Isaiah,Stalbird,Shoulder,,Doubtful,Shoulder,,Did Not Participate In Practice
2026,REG,REG,NO,2,00-0041041,TE,Oscar Delp,Oscar,Delp,,,,Hamstring,,Full Participation in Practice
2026,REG,REG,NO,2,00-0041390,DT,Christen Miller,Christen,Miller,Toe,,Questionable,Toe,,Limited Participation in Practice
2026,REG,REG,NYG,2,00-0036386,T,Andrew Thomas,Andrew,Thomas,,,,Ankle,,Limited Participation in Practice
2026,REG,REG,NYG,2,00-0036937,CB,Paulson Adebo,Saiid,Adebo,,,,Knee,,Did Not Participate In Practice
2026,REG,REG,NYG,2,00-0036982,DE,Chauncey Golston,Chauncey,Golston,,,,Neck,,Full Participation in Practice
2026,REG,REG,NYG,2,00-0036996,CB,Greg Newsome II,Greg,Newsome,,,,Rib,,Full Participation in Practice
2026,REG,REG,NYG,2,00-0037259,LB,Micah McFadden,Micah,McFadden,Neck,,Questionable,Neck,,Limited Participation in Practice
2026,REG,REG,NYG,2,00-0039000,CB,Deonte Banks,Deonte,Banks,Calf,,Questionable,Calf,,Did Not Participate In Practice
2026,REG,REG,NYG,2,00-0041505,T,Francis Mauigoa,Francis,Mauigoa,,,,Shoulder,,Full Participation in Practice
2026,REG,REG,NYJ,2,00-0033051,DT,David Onyemata,Ebuka,Onyemata,,,,Not injury related - resting player,,Full Participation in Practice
2026,REG,REG,NYJ,2,00-0034789,S,Minkah Fitzpatrick,Minkah,Fitzpatrick,Groin,,Out,Groin,,Did Not Participate In Practice
2026,REG,REG,NYJ,2,00-0036500,LB,Jamien Sherwood,Jamien,Sherwood,,,,Knee,,Full Participation in Practice
2026,REG,REG,NYJ,2,00-0036842,RB,Kene Nwangwu,Kene,Nwangwu,Back,,Out,Back,,Did Not Participate In Practice
2026,REG,REG,NYJ,2,00-0036902,DE,Joseph Ossai,Joseph,Ossai,Foot,,Out,Foot,,Did Not Participate In Practice
2026,REG,REG,NYJ,2,00-0039142,DE,Will McDonald IV,Will,McDonald,Ankle,,Questionable,Ankle,,Limited Participation in Practice
2026,REG,REG,NYJ,2,00-0039372,CB,Jarvis Brownlee Jr.,Jarvis,Brownlee,,,,Shoulder,,Full Participation in Practice
2026,REG,REG,NYJ,2,00-0041038,CB,D'Angelo Ponds,D'Angelo,Ponds,,,,Calf,,Full Participation in Practice
2026,REG,REG,NYJ,2,00-0041511,WR,Omar Cooper Jr.,Omar,Cooper,Ankle,,Out,Ankle,,Did Not Participate In Practice
2026,REG,REG,PHI,2,00-0035662,WR,Marquise Brown,Marquise,Brown,,,,Hamstring,,Full Participation in Practice
2026,REG,REG,PHI,2,00-0036224,LB,Jonathan Greenard,Jonathan,Greenard,Pectoral,,Out,Pectoral,,Limited Participation in Practice
2026,REG,REG,PHI,2,00-0036980,WR,Elijah Moore,Elijah,Moore,,,,Neck,,Full Participation in Practice
2026,REG,REG,PHI,2,00-0038386,DT,Jalen Carter,Jalen,Carter,,,,Wrist,,Limited Participation in Practice
2026,REG,REG,PHI,2,00-0039841,CB,Cooper DeJean,Cooper,DeJean,,,,Calf,Abdomen,Full Participation in Practice
2026,REG,REG,PHI,2,00-0040749,S,Andrew Mukuba,Andrew,Mukuba,Knee,,Questionable,Knee,,Limited Participation in Practice
2026,REG,REG,PIT,2,00-0027969,DT,Cameron Heyward,Cameron,Heyward,,,,Not injury related - resting player,,Full Participation in Practice
2026,REG,REG,PIT,2,00-0036252,WR,Michael Pittman,Michael,Pittman,Foot,,Questionable,Foot,,Did Not Participate In Practice
2026,REG,REG,PIT,2,00-0038558,TE,Darnell Washington,Darnell,Washington,,,,Not injury related - personal matter,,Full Participation in Practice
2026,REG,REG,PIT,2,00-0039167,CB,Joey Porter Jr.,Joey,Porter,Back,,Out,Back,,Limited Participation in Practice
2026,REG,REG,PIT,2,00-0039871,T,Troy Fautanu,Troy,Fautanu,Ankle,,Questionable,Ankle,,Full Participation in Practice
2026,REG,REG,SEA,2,00-0033908,WR,Cooper Kupp,Cooper,Kupp,,,,Back,,Full Participation in Practice
2026,REG,REG,SEA,2,00-0034869,QB,Sam Darnold,Sam,Darnold,Glute,,Out,Glute,,Did Not Participate In Practice
2026,REG,REG,SEA,2,00-0036363,T,Josh Jones,Josh,Jones,,,,Knee,,Full Participation in Practice
2026,REG,REG,SEA,2,00-0037137,CB,Josh Jobe,Joshua,Jobe,,,,Wrist,,Full Participation in Practice
2026,REG,REG,SEA,2,00-0038765,S,Ty Okada,Tyler,Okada,Hamstring,,Out,Hamstring,,Did Not Participate In Practice
2026,REG,REG,SEA,2,00-0039020,G,Anthony Bradford,Anthony,Bradford,Knee,Hip,Out,Knee,Hip,Did Not Participate In Practice
2026,REG,REG,SEA,2,00-0040648,WR,Tory Horton,Tory,Horton,,,,Hamstring,,Full Participation in Practice
2026,REG,REG,SEA,2,00-0040733,S,Nick Emmanwori,Nicholas,Emmanwori,Ankle,Hip,Questionable,Ankle,Hip,Limited Participation in Practice
2026,REG,REG,SF,2,00-0027857,T,Trent Williams,Trenton,Williams,,,,Not injury related - resting player,,Full Participation in Practice
2026,REG,REG,SF,2,00-0029892,FB,Kyle Juszczyk,Kyle,Juszczyk,,,,Finger,,Full Participation in Practice
2026,REG,REG,SF,2,00-0033280,RB,Christian McCaffrey,Christian,McCaffrey,,,,Not injury related - resting player,,Full Participation in Practice
2026,REG,REG,SF,2,00-0033288,TE,George Kittle,George,Kittle,,,,Achilles,,Full Participation in Practice
2026,REG,REG,SF,2,00-0034173,K,Eddy Pineiro,Eddy,Pineiro,Illness,,Questionable,Illness,,Did Not Participate In Practice
2026,REG,REG,SF,2,00-0034982,LB,Dre Greenlaw,Keaundre,Greenlaw,,,,Not injury related - resting player,Achilles,Full Participation in Practice
2026,REG,REG,SF,2,00-0035717,DE,Nick Bosa,Nicholas,Bosa,,,,Not injury related - resting player,Knee,Full Participation in Practice
2026,REG,REG,SF,2,00-0036341,DE,Khalid Kareem,Khalid,Kareem,,,,Shoulder,,Full Participation in Practice
2026,REG,REG,SF,2,00-0039148,DE,Keion White,Keion,White,,,,Back,,Full Participation in Practice
2026,REG,REG,SF,2,00-0040152,CB,Upton Stout,Upton,Stout,,,,Achilles,,Full Participation in Practice
2026,REG,REG,SF,2,00-0041035,WR,De'Zhaun Stribling,De'Zhaun-Ryan,Stribling,Ankle,,Out,Ankle,,Did Not Participate In Practice
2026,REG,REG,SF,2,00-0041052,RB,Kaelon Black,Kaelon,Black,Groin,,Questionable,Groin,,Limited Participation in Practice
2026,REG,REG,TB,2,00-0032399,S,Miles Killebrew,Miles,Killebrew,Concussion,,Questionable,Concussion,,Full Participation in Practice
2026,REG,REG,TB,2,00-0032889,DT,A'Shawn Robinson,A'Shawn,Robinson,,,,Not injury related - resting player,,Did Not Participate In Practice
2026,REG,REG,TB,2,00-0034989,T,Justin Skule,Justin,Skule,,,,Oblique,,Full Participation in Practice
2026,REG,REG,TB,2,00-0035942,LB,Christian Rozeboom,Christian,Rozeboom,,,,Foot,,Full Participation in Practice
2026,REG,REG,TB,2,00-0038951,RB,Sean Tucker,Sean,Tucker,,,,Hamstring,,Full Participation in Practice
2026,REG,REG,TB,2,00-0039855,WR,Jalen McMillan,Jalen,McMillan,Knee,,Questionable,Knee,,Full Participation in Practice
2026,REG,REG,TB,2,00-0040143,CB,Jacob Parrish,Jacob,Parrish,Back,,Questionable,Back,,Full Participation in Practice
2026,REG,REG,TEN,2,00-0037758,CB,Cordale Flott,Cordale,Flott,Quadricep,,Questionable,Quadricep,,Did Not Participate In Practice
2026,REG,REG,TEN,2,00-0039430,LB,James Williams,James,Williams,Elbow,,Questionable,Elbow,,Limited Participation in Practice
2026,REG,REG,TEN,2,00-0039858,LB,Cedric Gray,Cedric,Gray,Concussion,,Questionable,Concussion,,Full Participation in Practice
2026,REG,REG,WAS,2,00-0034302,LB,Frankie Luvu,Frank,Luvu,Groin,,Out,Groin,,Did Not Participate In Practice
2026,REG,REG,WAS,2,00-0034333,DT,Daron Payne,Daron,Payne,,,,Knee,,Full Participation in Practice
2026,REG,REG,WAS,2,00-0034373,LB,Dorance Armstrong,Dorance,Armstrong,,,,Knee,,Limited Participation in Practice
2026,REG,REG,WAS,2,00-0035279,DE,Charles Omenihu,Charles,Omenihu,,,,Ankle,,Limited Participation in Practice
2026,REG,REG,WAS,2,00-0036260,DT,Javon Kinlaw,Javon,Kinlaw,Back,,Questionable,Back,,Limited Participation in Practice
2026,REG,REG,WAS,2,00-0036286,LB,K'Lavon Chaisson,K'Lavon,Chaisson,,,,Knee,,Limited Participation in Practice
2026,REG,REG,WAS,2,00-0036940,LB,Odafe Oweh,Odafe,Oweh,,,,Calf,,Limited Participation in Practice
2026,REG,REG,WAS,2,00-0037092,G,Chris Paul,Chris,Paul,,,,Ankle,,Full Participation in Practice
2026,REG,REG,WAS,2,00-0037809,TE,Chig Okonkwo,Chigoziem,Okonkwo,Hamstring,,Out,Hamstring,,Did Not Participate In Practice
2026,REG,REG,WAS,2,00-0039681,S,Tyler Owens,Tyler,Owens,,,,Ankle,,Full Participation in Practice
2026,REG,REG,WAS,2,00-0040164,WR,Jaylin Lane,Joshua,Lane,,,,Groin,,Limited Participation in Practice
2026,REG,REG,WAS,2,00-0041096,RB,Kaytron Allen,Kaytron,Allen,,,,Ankle,Knee,Full Participation in Practice
